66	0.676414320634094
55	0.670273104886058
59	0.715036731597455
63	0.541914144882122
69	0.517441686706162
57	0.639768907025882
65	0.507838144467889
61	0.474323987335334
63	0.611639755013695
70	0.663109021922458
72	0.422140833021273
77	0.448174371683886
73	0.546471838253711
71	0.477835854570048
65	0.546157836429098
67	0.576933247610906
66	0.526562178967368
74	0.538690182393232
64	0.619318189254674
61	0.576587021718192
66	0.664009389848267
66	0.664009389848267
66	0.664009389848267
66	0.664009389848267
66	0.30827014673648
66	0.146315975380383
295	0.61072586873195
435	0.433456191815297
435	0.433456191815297
435	0.45472926907828
359	-0.254522872963506
359	0.692223131135337
359	0.694343188389959
359	0.69004709567533
